PageRank,author,title,year
5.6278297136285024e-05,"DiamondDavid A.,BurnsJeffrey P.,HuangLin,RosoklijaIlina,RetikAlan B.",['Gender Assignment for Newborns With 46XY Cloacal Exstrophy: A 6-Year Followup Survey of Pediatric Urologists'],2011
5.6278669765873546e-05,"PickardR.S.,PowellP.H.,ZarM.A.",['The effect of inhibitors of nitric oxide biosynthesis and cyclic GMP formation on nerve-evoked relaxation of human cavernosal smooth muscle'],1991
5.6278669765873546e-05,"RajferJacob,AronsonWilliam J.,BushPeggy A.,DoreyFrederick J.,IgnarroLouis J.","['Nitric Oxide as a Mediator of Relaxation of the Corpus Cavernosum in Response to Nonadrenergic, Noncholinergic Neurotransmission']",1992
5.6278669765873546e-05,"KimN,AzadzoiK M,GoldsteinI,Saenz de TejadaI",['A nitric oxide-like factor mediates nonadrenergic-noncholinergic neurogenic relaxation of penile corpus cavernosum smooth muscle.'],1991
5.628015955644753e-05,"GriffinJ E,PunyashthitiK,WilsonJ D",['Dihydrotestosterone binding by cultured human fibroblasts. Comparison of cells from control subjects and from patients with hereditary male pseudohermaphroditism due to androgen resistance.'],1976
5.628468283075916e-05,"ReddickEddie Joe,OlsenDouglas Ole",['Laparoscopic laser cholecystectomy'],1989
5.628959020915007e-05,"ELSTEINM.,EYONGE.",['Cloaca1 reconstruction and use of bilateral ischiocavernosus muscle flap for construction of the perineal body. Case report'],1986
5.628959020915007e-05,"MELDRUMD. R.,CHANGR. J.,LUJ.,VALEW.,RIVIERJ.,JUDDH. L.",['“MEDICAL OOPHORECTOMY” USING A LONG-ACTING GNRH AGONIST-A POSSIBLE NEW APPROACH TO THE TREATMENT OF ENDOMETRIOSIS.'],1982
5.628959020915007e-05,"ArgentaLouis C.,WatanabeMichael J.,GrabbWilliam C.",['The Use of Tissue Expansion in Head and Neck Reconstruction'],1983
5.6293772284033935e-05,"Van Der WerffJ.F.A.,NievelsteinR.A.J.,BrandsE.,LuijsterburgA.J.M.,Vermeij-KeersC.",['Normal development of the male anterior urethra'],2000
5.629458549617922e-05,SouthernE.M.,['Detection of specific sequences among DNA fragments separated by gel electrophoresis'],1975
5.629625961596523e-05,"CarlsonJay W.,SoissonAndrew P.,FowlerJeffrey M.,CarterJonathan R.,TwiggsLeo B.,CarsonLinda F.",['Rectus Abdominis Myocutaneous Flap for Primary Vaginal Reconstruction'],1993
5.630970193929009e-05,"VANDERSTEENDAVID R.,HUSMANNDOUGLAS A.",['LATE ONSET RECURRENT PENILE CHORDEE AFTER SUCCESSFUL CORRECTION AT HYPOSPADIAS REPAIR'],1998
5.631307484372311e-05,"YongE.L.,NgS.C.,RoyA.C.,YunG.,RatnamS.S.",['Pregnancy after hormonal correction of severe spermatogenic defect due to mutation in androgen receptor gene'],1994
5.6317198840244044e-05,"BoyleMary E.,SmithSusan,LiaoLih-Mei",['Adult Genital Surgery for Intersex: A Solution to What Problem?'],2005
5.632316464042064e-05,"KnudtzonJ.,AarskogD.","['45,X/46,XY mosaicism']",1987
5.633033994226696e-05,"PettenatiM. J.,WheelerM.,BartlettD. J.,SubrtI.,RaoN.,KroovandR. L.,BurtonB. K.,KahlerS.,ParkH. K.,CosperP.,KellyD. R.,RanellsJ. D.","['45,X/47,XYY mosaicism: Clinical discrepancy between prenatally and postnatally diagnosed cases']",1991
5.6333106183252245e-05,"CONNELLMICHAEL J.O.,RAMSEYHAROLD E.,WHANG-PENGJACQUELINE,WIERNIKPETER H.",['Testicular feminization syndrome in three sibs: emphasis on gonadal neoplasia'],1973
5.633428041847813e-05,KonA.,['Ethical Issues in Decision-Making for Infants with Disorders of Sex Development'],2015
5.633952117604434e-05,"GuercioGabriela,CostanzoMariana,GrinsponRomina P.,ReyRodolfo A.",['Fertility Issues in Disorders of Sex Development'],2015
5.634911349035428e-05,"UeharaS.,HashiyadaM.,SatoK.,NataM.,FunatoT.,OkamuraK.",['Complete XY gonadal dysgenesis and aspects of the SRY genotype and gonadal tumor formation'],2002
5.635210417766933e-05,"ChuJianhua,ZhangRongmei,ZhaoZhimin,ZouWei,HanYefei,QiQingquan,ZhangHongtao,WangJiu-Cun,TaoShiheng,LiuXiaoming,LuoZewei",['Male Fertility Is Compatible with an Arg840Cys Substitution in the AR in a Large Chinese Family Affected with Divergent Phenotypes of AR Insensitivity Syndrome'],2002
5.6352422666838044e-05,"EvansB A J,HughesI A,BevanC L,PattersonM N,GregoryJ W",['Phenotypic diversity in siblings with partial androgen insensitivity syndrome'],1997
5.635612606492669e-05,GOYR,['Behavioral masculinization is independent of genital masculinization in prenatally androgenized female rhesus macaques'],1988
5.6368321524805694e-05,"BrehautJamie C.,O'ConnorAnnette M.,WoodTimothy J.,HackThomas F.,SiminoffLaura,GordonElisa,Feldman-StewartDeb",['Validation of a Decision Regret Scale'],2003
5.637020911131182e-05,JACOBSP,['CYTOGENETIC STUDIES IN PRIMARY AMENORRH$OElig;A'],1961
5.637881286942415e-05,"CrouchNaomi S.,CreightonSarah M.",['Long-term functional outcomes of female genital reconstruction in childhood'],2007
5.638081091158179e-05,"PaulozziLeonard J.,EricksonJ. David,JacksonRichard J.",['Hypospadias Trends in Two US Surveillance Systems'],1997
5.6380863563756744e-05,"CiaccioMarta,CostanzoMariana,GuercioGabriela,De DonaValeria,MarinoRoxana,RamirezPablo C.,GaleanoJessica,WarmanDiana Monica,BerenszteinEsperanza,SaracoNora,BaquedanoMaria Sonia,ChalerEduardo,MaceirasMercedes,LazzattiJuan Manuel,RivarolaMarco A.,BelgoroskyAlicia","['Preserved Fertility in a Patient with a 46,XY Disorder of Sex Development due to a New Heterozygous Mutation in the &lt;b&gt;&lt;i&gt;NR5A1/SF-1 &lt;/i&gt;&lt;/b&gt;Gene: Evidence of 46,XY and 46,XX Gonadal Dysgenesis Phenotype Variability in Multiple Members of an Affected Kindred']",2012
5.6381557494186816e-05,"PerlmutterAdam E.,MorabitoRocco,TarryWilliam F.",['Impact of patient age on distal hypospadias repair: A surgical perspective'],2006
5.640496796723097e-05,"SinghRoderick P.,CarrDavid H.",['The anatomy and histology of XO human embryos and fetuses'],1966
5.640553373725699e-05,"GittesR.F.,McLaughlinA.P.",['Injection technique to induce penile erection'],1974
5.640713451058403e-05,CanningDouglas A.,['Genital Sensation After Feminizing Genitoplasty for Congenital Adrenal Hyperplasia: A Pilot Study'],2005
5.641189881437845e-05,"SutherlandRonald S.,KoganBarry A.,BaskinLaurence S.,MevorachRobert A.,ConteFelix,KaplanSelna L.,GrumbachMelvin M.",['The Effect of Prepubertal Androgen Exposure on Adult Penile Length'],1996
5.6448042946981026e-05,"DAYNERJENNIFER E.,LEEPETER A.,HOUKCHRISTOPHER P.",['MEDICAL TREATMENT OF INTERSEX: PARENTAL PERSPECTIVES'],2004
5.6453063099526184e-05,"BrennanJennifer,CapelBlanche","['One tissue, two fates: molecular genetic events that underlie testis versus ovary development']",2004
5.646381454768603e-05,"MassieJonathan P.,MorrisonShane D.,WilsonStelios C.,CraneCurtis N.,ChenMang L.",['Phalloplasty with Urethral Lengthening'],2017
5.647200223323367e-05,"BehlkeMark A.,BoganJonathan S.,Beer-RomeroPeggy,PageDavid C.",['Evidence That the SRY Protein Is Encoded by a Single Exon on the Human Y Chromosome'],1993
5.647405546395063e-05,"GottliebBruce,BeitelLenore K.,WuJian Hui,TrifiroMark",['The androgen receptor gene mutations database (ARDB): 2004 update'],2004
5.648045831033116e-05,WilsonJD,"['Dihydrotestosterone formation in cultured human fibroblasts. Comparison of cells from normal subjects and patients with familial incomplete male pseudohermaphroditism, Type 2.']",1975
5.648751836582833e-05,"CampenhoutJ.,LordJ.,VauclairR.,LanthierA.,BerardM.",['THE PHENOTYPE AND GONADAL HISTOLOGY IN XO/XY MOSAIC INDIVIDUALS: REPORT OF TWO PERSONAL CASES'],1969
5.649097169467878e-05,"EicherEva M.,WashburnLinda L.",['GENETIC CONTROL OF PRIMARY SEX DETERMINATION IN MICE'],1986
5.650979240364545e-05,"IMPERATO-MCGINLEYJULIANNE,PETERSONRALPH E.,GAUTIERTEOFILO,COOPERGEORGE,DANNERROBERT,ARTHURANN,MORRISPATRICIA L.,SWEENEYWILLIAM J.,SHACKLETONCEDRIC",['Hormonal Evaluation of a Large Kindred with Complete Androgen Insensitivity: Evidence for Secondary 5α-Reductase Deficiency*'],1982
5.651095551381202e-05,"MorrisonShane D.,ShakirAfaaf,VyasKrishna S.,KirbyJohanna,CraneCurtis N.,LeeGordon K.",['Phalloplasty'],2016
5.651313066454642e-05,"ZhangJ. S.,Yang-FengT. L.,MullerU.,MohandasT. K.,de JongP. J.,LauY.-F. C.",['Molecular isolation and characterization of an expressed gene from the human Y chromosome'],1992
5.651478866012589e-05,HerbertJ.,['The role of the dorsal nerves of the penis in the sexual behaviour of the male rhesus monkey'],1973
5.652079098521013e-05,"RockJohn A.,JonesHoward W.",['Construction of a neovagina for patients with a flat perineum'],1989
5.653505072198255e-05,DregerAlice Domurat,"['""Ambiguous Sex"": Or Ambivalent Medicine? Ethical Issues in the Treatment of Intersexuality']",1998
5.6542810380046815e-05,"HendrenW. Hardy,CrooksK. Kenney",['Tubed Free Skin Graft for Construction of Male Urethra'],1980
5.6542810380046815e-05,"WebsterGeorge D.,BrownMichael W.,KoefootR. Bruce,SihelnickStephen",['Suboptimal Results in Full Thickness Skin Graft Urethroplasty Using an Extrapenile Skin Donor Site'],1984
5.655134772289161e-05,"TobinGordon R.,DayThomas G.",['Vaginal and Pelvic Reconstruction with Distally Based Rectus Abdominis Myocutaneous Flaps'],1988
5.655800617630999e-05,"HarleyVincent R.,ClarksonMichael J.,ArgentaroAnthony","['The Molecular Action and Regulation of the Testis-Determining Factors, SRY (Sex-Determining Region on the Y Chromosome) and SOX9 [SRY-Related High-Mobility Group (HMG) Box 9]']",2003
5.656282820826196e-05,MONEYJOHN,['CYTOGENETIC AND PSYCHOSEXUAL INCONGRUITIES WITH A NOTE ON SPACE-FORM BLINDNESS'],1963
5.6563714312856796e-05,"SchweikertH U,SchlüterM,RomaloG",['Intracellular and nuclear binding of [3H]dihydrotestosterone in cultured genital skin fibroblasts of patients with severe hypospadias.'],1989
5.656457528967562e-05,"HarrisonMichael R.,GolbusMitchell S.,FillyRoy A.,CallenPeter W.,KatzMichael,de LorimierAlfred A.,RosenMark,JonsenAlbert R.",['Fetal Surgery for Congenital Hydronephrosis'],1982
5.6572072257751526e-05,GrumbachMelvin M.,['A Window of Opportunity: The Diagnosis of Gonadotropin Deficiency in the Male Infant<sup>1</sup>'],2005
5.657608012967566e-05,"MizunumaH.,SodaM.,OkanoH.,KagamiI.,MiyamotoS.,OhsawaM.,IbukiY.",['Case report: Changes in bone mineral density after orchidectomy and hormone replacement therapy in individuals with androgen insensitivity syndrome'],1998
5.659486243475395e-05,"CrombleholmeTimothy M.,HarrisonMichael R.,LangerJacob C.,LongakerMichael T.,AndersonRobert L.,SlotnickNathan S.,FillyRoy A.,CallenPeter W.,GoldsteinRuth B.,GolbusMitchell S.",['Early experience with open fetal surgery for congenital hydronephrosis'],1988
5.660431243126757e-05,"GoodfellowP. J.,NevanlinnaH. A.,GormanP.,SheerD.,LamG.,GoodfellowP. N.",['Assignment of the gene encoding the beta-subunit of the human fibronectin receptor (?-FNR) to chromosome 10p11.2'],1989
5.660439452632909e-05,"MurphyKieran P.J.,SzopinskiKazimierz T.,CohanRichard H.,MermillodBernadette,EllisJames H.",['Occurrence of adverse reactions to gadolinium-based contrast material and management of patients at increased risk: A survey of the American society of neuroradiology fellowship directors'],1999
5.6628121955893505e-05,"BerthelsenJørgen G.,SkakkebækNiels E.",['Distribution of carcinoma-in-situ in testes from infertile men'],1981
5.663237276248769e-05,"LukusaT.,FrynsJ. P.,BergheH. van den",['Gonadoblastoma and Y-chromosome fluorescence'],2008
5.6638013764387994e-05,"MarklandColin,HastingsDonald",['Vaginal reconstruction using bowel segments in male-to-female transsexual patients'],1978
5.6651152350782486e-05,"IsmailIS,CutnerAS,CreightonSM",['Laparoscopic vaginoplasty: alternative techniques in vaginal reconstruction'],2006
5.666000423282811e-05,"PageDavid C.,FisherElizabeth M. C.,McGillivrayBarbara,BrownLaura G.","['Additional deletion in sex-determining region of human Y chromosome resolves paradox of X,t(Y;22) female']",1990
5.668883341882307e-05,"MelicowMeyer M.,UsonAurelio C.",['Dysgenetic gonadomas and other gonadal neoplasms in intersexes.Report of 5 cases and review of the literature'],1959
5.6691584715922656e-05,"BellA. G.,CoreyP. N.",['A SEX CHROMATIN AND Y BODY SURVEY OF TORONTO NEWBORNS'],1974
5.6691584715922656e-05,"MacleanN.,HarndenD.G.,BrownW.M.Court,BondJane,MantleD.J.",['SEX-CHROMOSOME ABNORMALITIES IN NEWBORN BABIES'],1964
5.669449043136968e-05,"PhilibertP.,ZenatyD.,LinL.,SoskinS.,AudranF.,LegerJ.,AchermannJ. C.,SultanC.",['Mutational analysis of steroidogenic factor 1 (NR5a1) in 24 boys with bilateral anorchia: a French collaborative study'],2007
5.671193616558686e-05,"REINERWILLIAM G.,GEARHARTJOHN P.,JEFFSROBERT","['Psychosexual Dysfunction in Males With Genital Anomalies: Late Adolescence, Tanner Stages IV to VI']",1999
5.671233506989431e-05,"NadarajahS.,QuekJ.,RoseG.L.,EdmondsD.K.",['Sexual Function in Women Treated with Dilators for Vaginal Agenesis'],2005
5.6724217105273816e-05,"TwestenWiebke,HolterhusPaul-Martin,SippellWolfgang G.,MorlotMichel,SchumacherHeinz,SchenkBernd,HiortOlaf","['Clinical, Endocrine, and Molecular Genetic Findings in Patients with 17β-Hydroxysteroid Dehydrogenase Deficiency']",2000
5.672763564388849e-05,"Szarras-CzapnikMaria,Lew-StarowiczZbigniew,ZuckerKenneth J.",['A Psychosexual Follow-Up Study of Patients with Mixed or Partial Gonadal Dysgenesis'],2007
5.6729651471491857e-05,"IMPERATO-McGINLEYJULIANNE,PETERSONRALPH E.,LESHINMARK,GRIFFINJAMES E.,COOPERGEORGE,DRAGHISUZANNE,BERENYIMAGDALENA,WILSONJEAN D.","['Steroid 5α-Reductase Deficiency in a 65-Year-Old Male Pseudohermaphrodite: The Natural History, Ultrastructure of the Testes, and Evidence for Inherited Enzyme Heterogeneity*']",1980
5.675144544936111e-05,"SecrestCharles L.,JordanGerald H.,WinslowBoyd H.,HortonCharles E.,McCrawJohn B.,GilbertDavid A.,DevineCharles J.",['Repair of the Complications of Hypospadias Surgery'],1993
5.675630557414155e-05,ReinerWilliam G.,['Assignment of sex in neonates with ambiguous-genitalia'],1999
5.6760354312230236e-05,"KoganS.J.,GillB.,BennettB.,SmeyP.,RedaE.F.,LevittS.B.",['Human Monorchism: A Clinicopathological Study of Unilateral Absent Testes in 65 Boys'],1986
5.676817994515038e-05,"SnodgrassWarren,BushNicol",['Tubularized incised plate proximal hypospadias repair: Continued evolution and extended applications'],2011
5.676956563254853e-05,"SmolkoMilan J.,KaplanGeorge W.,BrockWilliam A.",['Location and Fate of The Nonpalpable Testis in Children'],1983
5.6782009776753584e-05,MONEYJOHN,['COMPONENTS OF EROTICISM IN MAN: II. THE ORGASM AND GENITAL SOMESTHESIA'],1961
5.678232399400701e-05,"PriceP,WassJ A,GriffinJ E,LeshinM,SavageM O,LargeD M,Bu'LockD E,AndersonD C,WilsonJ D,BesserG M",['High dose androgen therapy in male pseudohermaphroditism due to 5 alpha-reductase deficiency and disorders of the androgen receptor.'],1984
5.678535213976833e-05,"HughesIeuan A.,Nihoul-FékétéC.,ThomasB.,Cohen-KettenisP.T.",['Consequences of the ESPE/LWPES guidelines for diagnosis and treatment of disorders of sex development'],2007
5.679634719807783e-05,"CantoPatricia,Kofman-AlfaroSusana,JiménezAna Luisa,SöderlundDaniela,BarrónConsuelo,ReyesEdgardo,MéndezJuan Pablo,ZentenoJuan Carlos","['Gonadoblastoma in Turner syndrome patients with nonmosaic 45,X karyotype and Y chromosome sequences']",2004
5.679764782978349e-05,KanterA.E.,['Congenital absence of the vagina'],1935
5.680789414721764e-05,"RammingKenneth P.,PilchYosef H.,PowellRalph D.,KetchamAlfred S.",['Primary carcinoma in an artificial vagina'],1970
5.680789414721764e-05,SteffanoffDan N.,['LATE DEVELOPMENT OF SQUAMOUS CELL CARCINOMA IN A SPLIT-SKIN GRAFT LINING A VAGINA'],1973
5.681188130531118e-05,"GlickPhilip L.,HarrisonMichael R.,AdzickN. Scott,NoallRhoda A.,VillaRobin L.",['Correction of congenital hydronephrosis in utero IV: In utero decompression prevents renal dysplasia'],1984
5.6825133372101516e-05,"NicholsJennifer,ZevnikBranko,AnastassiadisKonstantinos,NiwaHitoshi,Klewe-NebeniusDaniela,ChambersIan,SchölerHans,SmithAustin",['Formation of Pluripotent Stem Cells in the Mammalian Embryo Depends on the POU Transcription Factor Oct4'],1998
5.68294991801621e-05,"HiortOlaf,KlauberGeorge,CendronMare,SinneckerGernot H. G.,KeimLutz,SchwingerEberhard,WolfeHubert J.,YandellDavid W.",['Molecular characterization of the androgen receptor gene in boys with hypospadias'],1994
5.683195206639764e-05,"KuiperG.G.J.M.,FaberP.W.,van RooijH.C.J.,van der KorputJ.A.G.M.,Ris-StalpersC.,KlaassenP.,TrapmanJ.,BrinkmannA.O.",['STRUCTURAL ORGANIZATION OF THE HUMAN ANDROGEN RECEPTOR GENE'],1989
5.684314090202427e-05,SmithMichael R.,['Vaginal aplasia: Therapeutic options'],1983
5.6848582413655696e-05,NistalM,['Correlation between testicular biopsies (prepubertal and postpubertal) and spermiogram in cryptorchid men'],2000
5.685443676797217e-05,"McCoyFranklin E.,FranklinWilbur A.,AronsonAndrew J.,SpargoBenjamin H.",['Glomerulonephritis associated with male pseudohermaphroditism and nephroblastoma'],1983
5.685443676797217e-05,error,error,
5.685604322224326e-05,"NettoJose Murillo B.,FerrarezCarlos Eduardo P.F.,Schindler LealAnucha Andrade,TucciSilvio,GomesCarlos Augusto,BarrosoUbirajara",['Hormone therapy in hypospadias surgery: A systematic review'],2013
5.686030308876407e-05,BERARTUR,['A Case of Dysgerminoma Ovarii Tested Hormonally'],2009
5.686030308876407e-05,"SantessonL.,MarrubiniG.","['Clinical and Pathological Survey of Ovarian Embryonal Carcinomas, Including So-Called “Mesonephromas” (Schiller), or “Mesoblastomas” (Teilum), Treated at the Radiumhemmet']",1957
5.686030308876407e-05,"CarpentierP.J.,StolteL.A.M.,VisschersG.P.",['GONADAL DYSGENESIS AND TESTICULAR TUMOURS'],1956
5.686030308876407e-05,CaffreyRaymond J.,['Intersex and Abnormalities of Autosomes and Blood-Group Inheritance in a Kindred'],1967
5.686030308876407e-05,"BartlettD. J.,GrantJ. K.,PughM. A.,AherneW.",['A FAMILIAL FEMINIZING SYNDROME. A family showing intersex characteristics with XY chromosomes in three female members'],1968
5.686760919089194e-05,"PriceW H,ClaytonJ F,CollyerS,De MeyR,WilsonJ","[""Mortality ratios, life expectancy, and causes of death in patients with Turner's syndrome.""]",1986
5.68724735429168e-05,"HadjiathanasiouC.G.,BraunerR.,Lortat-JacobS.,NivotS.,JaubertF.,FellousM.,Nihoul-FékétéC.,RappaportR.",['True hermaphroditism: Genetic variants and clinical management'],1994
5.6876065688381494e-05,SCHOBERJUSTINE M.,"['SEXUAL BEHAVIORS, SEXUAL ORIENTATION AND GENDER IDENTITY IN ADULT INTERSEXUALS: A PILOT STUDY']",2001
5.688310888225554e-05,"Khen-DunlopNaziha,Lortat-JacobStephen,ThibaudElisabeth,Clément-ZizaMathieu,LyonnetStanislas,Nihoul-FeketeClaire",['Rokitansky Syndrome: Clinical Experience and Results of Sigmoid Vaginoplasty in 23 Young Girls'],2007
5.688412625421591e-05,"DemeestereIsabelle,SimonPhilippe,DedekenLaurence,MoffaFederica,TsépélidisSophie,BrachetCecile,DelbaereAnne,DevrekerFabienne,FersterAlina",['Live birth after autograft of ovarian tissue cryopreserved during childhood: Figure 1'],2015
5.688455036236863e-05,"RobinsonArthur,PriestRobertE.,BiglerPeterC.",['MALE PSEUDOHERMAPHRODITE WITH XY/XO MOSAICISM AND BILATERAL GONADOBLASTOMAS'],1964
5.6888894560010216e-05,"WeinbergerCary,ThompsonCatherine C.,OngEstelita S.,LeboRoger,GruolDonald J.,EvansRonald M.",['The c-erb-A gene encodes a thyroid hormone receptor'],1986
5.6890147167372383e-05,"AchermannJohn C.,OzisikGokhan,ItoMasafumi,OrunUtku A.,HarmanciKoray,GurakanBerkan,JamesonJ. Larry","['Gonadal Determination and Adrenal Development Are Regulated by the Orphan Nuclear Receptor Steroidogenic Factor-1, in a Dose-Dependent Manner']",2002
5.689194441256663e-05,"HouserRobert,IzantRobert J,PerskyLester",['Testicular tumors in children'],1965
5.689404904268944e-05,"ZAONTZM.R.,STECKLERR.E.,SHORTLIFFEL. M. DAIRIKI,KOGANB.A.,BASKINL.,TEKGULS.",['MULTICENTER EXPERIENCE WITH THE MITCHELL TECHNIQUE FOR EPISPADIAS REPAIR'],1998
5.689580681300241e-05,"HollandA.J.A.,SmithG.H.H.,RossF.I.,CassD.T.",['HOSE: an objective scoring system for evaluating the results of hypospadias surgery'],2001
5.6896310976490454e-05,"GöllüGülnur,YıldızRahsan Vargün,Bingol-KologluMeltem,YagmurluAydın,Fedakar SenyücelMine,AktugTanju,GökcoraI.Haluk,DindarHüseyin","[""Ambiguous genitalia: an overview of 17 years' experience""]",2007
5.689996456915874e-05,"LiYi,SinclairAdriane,CaoMei,ShenJoel,ChoudhryShweta,BottaSisir,CunhaGerald,BaskinLaurence",['Canalization of the Urethral Plate Precedes Fusion of the Urethral Folds during Male Penile Urethral Development: The Double Zipper Hypothesis'],2015
5.690464849211599e-05,KindermannG.,['Die Sigmascheide: Erfahrungen in der Behandlung bei angeborenem Fehlen oder späterem Verlust der Vagina'],1987
5.6911768811144736e-05,"WolversonMK,JagannadharaoB,SundaramM,RiazMA,NalesnikWJ,HouttuinE",['CT in localization of impalpable cryptorchid testes'],1980
5.691276797886518e-05,"NicoliniUmberto,RodeckCharlesH.,FiskNicholasM.",['SHUNT TREATMENT FOR FETAL OBSTRUCTIVE UROPATHY'],1987
5.691336839409022e-05,"KalfaNicolas,LiuBenchun,CaoMei,VilellaMarcello,HsiehMichael,BaskinLaurence S.",['3-Dimensional Neuroanatomy of the Human Fetal Pelvis: Anatomical Support for Partial Urogenital Mobilization in the Treatment of Urogenital Sinus'],2008
5.6914405995812806e-05,"StirlingJ W,GraffP S","['Antigen unmasking for immunoelectron microscopy: labeling is improved by                treating with sodium ethoxide or sodium metaperiodate, then heating on retrieval                medium.']",1995
5.6914405995812806e-05,"RöckenChristoph,RoessnerAlbert",['An Evaluation of Antigen Retrieval Procedures for Immunoelectron Microscopic Classification of Amyloid Deposits'],1999
5.6914405995812806e-05,"BoonMathilde E.,KokL.P.",['Microwaves for immunohistochemistry'],1994
5.6914405995812806e-05,"ShiShan-Rong,CoteRichard J.,TaylorClive R.","['Antigen Retrieval Immunohistochemistry: Past, Present, and Future']",1997
5.69158588833864e-05,"LINDGRENBRUCE W.,REDAEDWARD F.,LEVITTSELWYN B.,BROCKWILLIAM A.,FRANCOISRAEL",['SINGLE AND MULTIPLE DERMAL GRAFTS FOR THE MANAGEMENT OF SEVERE PENILE CURVATURE'],1998
5.6923795875448035e-05,"KrasnaIrwin H.,LeeMing-Iiang,SmilowPaul,SciorraLeonard,EiermanLindsay",['Risk of malignancy in bilateral streak gonads: The role of the Y chromosome'],1992
5.6951136555771415e-05,"HarleyVincent R.,JacksonDavid I.,HextallPatrick J.,HawkinsJ. Ross,BerkovitzGary D.,SockanathanShanthini,Lovell-BadgeRobin,GoodfellowPeter N.",['DNA Binding Activity of Recombinant SRY from Normal Males and XY Females'],1992
5.6963726489038744e-05,"SugarmanI. D.,CrollaJ. A.,MaloneP. S.",['Mixed gonadal dysgenesis and cell line differentiation. Case presentation and literature review'],2008
5.696419094878237e-05,KivesSari,['Introduction'],2009
5.6977046058507845e-05,WilsonJean D.,"['Androgens, Androgen Receptors, and Male Gender Role Behavior']",2001
5.698286711883572e-05,"BirnbacherR.,MarbergerΜ.,WeissenbacherG.,SchoberE.,FrischH.",['Gender Identity Reversal in an Adolescent with Mixed Gonadal Dysgenesis'],1999
5.698546466478469e-05,"FeinbergAndrew P.,VogelsteinBert",['A technique for radiolabeling DNA restriction endonuclease fragments to high specific activity'],1983
5.6990328191275136e-05,"LeeJ K,McClennanB L,StanleyR J,SagelS S",['Utility of computed tomography in the localization of the undescended testis.'],1980
5.699119223554719e-05,"J�gerRalfJ.,HarleyVincentR.,PfeifferRudolfA.,GoodfellowPeterN.,SchererGerd",['A familial mutation in the testis-determining gene SRY shared by both sexes'],1992
5.6997199995601457e-05,"LinAngela E.,LippeBarbara,RosenfeldRon G.","['Further Delineation of Aortic Dilation, Dissection, and Rupture in Patients With Turner Syndrome']",1998
5.700692507587223e-05,RileyHarris D.,['Pyelonephritis in Infancy and Childhood'],1964
5.700692507587223e-05,CampbellMeredith,['Indications for Urologic Examination in Children'],1955
5.700692507587223e-05,"AshleyDavid J.B.,MostofiF.K.",['Renal Agenesis and Dysgenesis'],1960
5.700692507587223e-05,"CarltonCarter E.,ScottRussell",['Incidence of Urological Anomalies in Association with Major Nonurological Anomalies'],1960
5.700692507587223e-05,"BUGBEEHENRY G.,WOLLSTEINMARTHA",['SURGICAL PATHOLOGY OF THE URINARY TRACT IN INFANTS'],1924
5.700837255317613e-05,"GrignonA,FilionR,FiliatraultD,RobitailleP,HomsyY,BoutinH,LeblondR",['Urinary tract dilatation in utero: classification and clinical applications.'],1986
5.701449509992732e-05,PageD.C.,['Sex Reversal: Deletion Mapping the Male-determining Function of the Human Y Chromosome'],1986
5.701499558432121e-05,"TurunenAarno,UnnérusC.-E.",['Spinal Changes in Patients with Congenital Aplasia of the Vagina'],1967
5.701499558432121e-05,MuechlerEberhard K.,['Müllerian duct agenesis associated with renal and skeletal abnormalities'],1975
5.7019366397564135e-05,"LeePeter,SchoberJustine,NordenströmAnna,HoebekePiet,HoukChristopher,LooijengaLeendert,ManzoniGianantonio,ReinerWilliam,WoodhouseChristopher",['Review of recent outcome data of disorders of sex development (DSD): Emphasis on surgical and sexual outcomes'],2012
5.702538081654654e-05,"AMRHEINJAMES A.,MEYERWALTER J.,DANISHROBERT K.,MIGEONCLAUDE J.",['Studies of Androgen Production and Binding in 13 Male Pseudohermaphrodites and 13 Males with Micropenis'],1977
5.702538081654654e-05,"GrantD B,DillonM J",['Micropenis associated with testicular agenesis.'],1975
5.703585122186467e-05,error,error,
5.703613217690938e-05,"ChangC S,KokontisJ,LiaoS T",['Structural analysis of complementary DNA and amino acid sequences of human and rat androgen receptors.'],1988
5.703776476922537e-05,error,error,
5.704055622769778e-05,AaronsonIan A,"[""The investigation and management of the infant with ambiguous genitalia: A surgeon's perspective""]",2001
5.704126557666802e-05,"AulagneM.B.,HarperL.,de Napoli-CocciS.,BondonnyJ.M.,DobremezE.",['Long-term outcome of severe hypospadias'],2010
5.704339829003988e-05,"MooreP.K.,Al-SwayehO.A.,ChongN.W.S.,EvansR.A.,GibsonA.","['l-NG-nitro arginine (l-NOARG), a novel, l-arginine-reversible inhibitor of endothelium-dependent vasodilatation in vitro']",1990
5.704339829003988e-05,"PalmerRichard M.J.,ReesDaryl D.,AshtonDavid S.,MoncadaSalvador",['L-arginine is the physiological precursor for the formation of nitric oxide in endothelium-dependent relaxation'],1988
5.7046111854706835e-05,"LangerMartin,GrunbergerWerner,RinglerMarianne",['Vaginal Agenesis and Congenital Adrenal Hyperplasia Psychosocial Sequelae of Diagnosis and Neovagina Formation'],1990
5.705210936547826e-05,"YEUNGC.K,GODLEYM.L.,HOC.K.W.,RANSLEYP.G.,DUFFYP.G.,CHENC.N.,LIA.K.C.",['Some new insights into bladder function in infancy'],1995
